,Age,kmDriven,Owner,AskPrice,FuelType_Diesel,FuelType_Hybrid/CNG,FuelType_Petrol,Cluster
1916,7.0,67000.0,0.0,745000.0,1.0,0.0,0.0,0
1917,9.0,135000.0,1.0,1650000.0,1.0,0.0,0.0,0
1918,4.0,69000.0,0.0,624000.0,0.0,0.0,1.0,0
1919,8.0,67000.0,1.0,675000.0,0.0,0.0,1.0,0
1920,0.0,2600.0,0.0,865000.0,0.0,0.0,1.0,0
1921,8.0,50000.0,1.0,2050000.0,1.0,0.0,0.0,0
1922,2.0,11400.0,0.0,699000.0,0.0,0.0,1.0,0
1923,12.0,64000.0,0.0,390000.0,0.0,0.0,1.0,0
1924,5.0,72000.0,1.0,1865000.0,1.0,0.0,0.0,0
1925,8.0,98000.0,1.0,1375000.0,1.0,0.0,0.0,0
1926,7.0,90000.0,1.0,700000.0,1.0,0.0,0.0,0
1927,7.0,82000.0,0.0,730000.0,0.0,0.0,1.0,0
1928,6.0,55000.0,1.0,435000.0,0.0,0.0,1.0,0
1929,1.0,20000.0,0.0,3850000.0,1.0,0.0,0.0,1
1930,12.0,101000.0,1.0,825000.0,1.0,0.0,0.0,0
1931,10.0,86000.0,0.0,1475000.0,1.0,0.0,0.0,0
1932,10.0,141000.0,0.0,649000.0,1.0,0.0,0.0,0
1933,8.0,56000.0,1.0,449000.0,1.0,0.0,0.0,0
1934,8.0,69000.0,1.0,510000.0,1.0,0.0,0.0,0
1935,8.0,65000.0,1.0,499999.0,0.0,0.0,1.0,0
1936,4.0,108000.0,0.0,1895000.0,1.0,0.0,0.0,0
1937,10.0,70000.0,0.0,335000.0,0.0,0.0,1.0,0
1938,9.0,36500.0,0.0,450000.0,0.0,0.0,1.0,0
1939,12.0,138000.0,0.0,655000.0,1.0,0.0,0.0,0
1940,7.0,84000.0,1.0,300000.0,1.0,0.0,0.0,0
1941,15.0,160000.0,1.0,300000.0,0.0,0.0,1.0,0
1942,9.0,46000.0,1.0,575000.0,1.0,0.0,0.0,0
1943,7.0,51000.0,0.0,890000.0,1.0,0.0,0.0,0
1944,3.0,30000.0,0.0,1230000.0,0.0,0.0,1.0,0
1945,7.0,113000.0,1.0,1450000.0,1.0,0.0,0.0,0
1946,7.0,65000.0,1.0,875000.0,0.0,0.0,1.0,0
1947,9.0,198000.0,0.0,775000.0,1.0,0.0,0.0,0
1948,12.0,116574.0,1.0,850000.0,1.0,0.0,0.0,0
1949,3.0,15000.0,0.0,795000.0,0.0,0.0,1.0,0
1950,3.0,64000.0,0.0,650000.0,1.0,0.0,0.0,0
1951,6.0,81000.0,0.0,625000.0,1.0,0.0,0.0,0
1952,3.0,20000.0,1.0,565000.0,0.0,0.0,1.0,0
1953,1.0,16000.0,0.0,845000.0,0.0,0.0,1.0,0
1954,2.0,7700.0,0.0,760000.0,0.0,0.0,1.0,0
1955,10.0,120000.0,0.0,2400000.0,1.0,0.0,0.0,1
1956,1.0,11000.0,0.0,725000.0,0.0,0.0,1.0,0
1957,4.0,18000.0,0.0,899000.0,1.0,0.0,0.0,0
1958,4.0,30000.0,0.0,350000.0,1.0,0.0,0.0,0
1959,6.0,52000.0,0.0,4325111.0,1.0,0.0,0.0,1
1960,6.0,80000.0,0.0,2100000.0,1.0,0.0,0.0,0
1961,6.0,53000.0,1.0,1399999.0,0.0,0.0,1.0,0
1962,8.0,43500.0,1.0,260000.0,1.0,0.0,0.0,0
1963,8.0,50000.0,0.0,335000.0,1.0,0.0,0.0,0
1964,12.0,185000.0,1.0,1350000.0,0.0,0.0,1.0,0
1965,7.0,84000.0,0.0,525000.0,1.0,0.0,0.0,0
1966,3.0,25296.0,0.0,3299000.0,1.0,0.0,0.0,1
1967,5.0,79200.0,0.0,712000.0,0.0,0.0,1.0,0
1968,5.0,60110.0,1.0,545000.0,1.0,0.0,0.0,0
1969,1.0,6400.0,0.0,4250000.0,0.0,0.0,1.0,1
1970,9.0,58200.0,1.0,445000.0,0.0,0.0,1.0,0
1971,11.0,16231.0,0.0,185101.0,0.0,0.0,1.0,0
1972,5.0,65000.0,0.0,615000.0,1.0,0.0,0.0,0
1973,15.0,16000.0,0.0,325000.0,0.0,0.0,1.0,0
1974,18.0,32950.0,1.0,105000.0,1.0,0.0,0.0,0
1975,11.0,100000.0,1.0,2400000.0,0.0,0.0,1.0,1
1976,7.0,68000.0,0.0,675000.0,1.0,0.0,0.0,0
1977,8.0,125000.0,0.0,1270000.0,1.0,0.0,0.0,0
1978,3.0,40500.0,0.0,1659000.0,1.0,0.0,0.0,0
1979,4.0,45000.0,1.0,1225000.0,1.0,0.0,0.0,0
1980,12.0,59600.0,1.0,250000.0,1.0,0.0,0.0,0
1981,9.0,80000.0,0.0,585000.0,0.0,0.0,1.0,0
1982,8.0,107000.0,1.0,385000.0,0.0,0.0,1.0,0
1983,11.0,65321.0,0.0,189101.0,0.0,0.0,1.0,0
1984,14.0,130000.0,1.0,750000.0,0.0,0.0,1.0,0
1985,8.0,76000.0,1.0,2500000.0,0.0,0.0,1.0,1
1986,7.0,32000.0,1.0,720000.0,1.0,0.0,0.0,0
1987,7.0,56300.0,1.0,599999.0,1.0,0.0,0.0,0
1988,14.0,195000.0,1.0,250000.0,0.0,0.0,1.0,0
1989,5.0,15698.0,1.0,280000.0,0.0,0.0,1.0,0
1990,14.0,120000.0,1.0,130000.0,0.0,0.0,1.0,0
1991,1.0,7600.0,0.0,2185000.0,1.0,0.0,0.0,0
1992,19.0,60000.0,1.0,75000.0,0.0,0.0,1.0,0
1993,2.0,16500.0,0.0,4950000.0,1.0,0.0,0.0,1
1994,7.0,15000.0,0.0,4290000.0,1.0,0.0,0.0,1
1995,1.0,16000.0,0.0,3495000.0,1.0,0.0,0.0,1
1996,11.0,98325.0,1.0,265000.0,0.0,0.0,1.0,0
1997,8.0,75000.0,1.0,238000.0,0.0,0.0,1.0,0
1998,3.0,14500.0,1.0,575000.0,1.0,0.0,0.0,0
1999,2.0,21000.0,0.0,1025000.0,0.0,0.0,1.0,0
2000,10.0,62394.0,1.0,799999.0,1.0,0.0,0.0,0
2001,8.0,95000.0,0.0,745000.0,0.0,0.0,1.0,0
2002,5.0,125000.0,0.0,775000.0,1.0,0.0,0.0,0
2003,10.0,61000.0,1.0,475000.0,1.0,0.0,0.0,0
2004,8.0,41258.0,0.0,335000.0,0.0,0.0,1.0,0
2005,6.0,46000.0,0.0,345000.0,0.0,0.0,1.0,0
2006,11.0,82000.0,1.0,392000.0,0.0,0.0,1.0,0
2007,18.0,59700.0,1.0,145000.0,1.0,0.0,0.0,0
2008,5.0,60000.0,1.0,320000.0,1.0,0.0,0.0,0
2009,9.0,76000.0,1.0,865000.0,0.0,0.0,1.0,0
2010,9.0,130000.0,1.0,1250000.0,1.0,0.0,0.0,0
2011,7.0,78000.0,0.0,1999000.0,1.0,0.0,0.0,0
2012,15.0,61000.0,1.0,126000.0,0.0,0.0,1.0,0
2013,12.0,72000.0,1.0,335000.0,1.0,0.0,0.0,0
2014,10.0,77000.0,1.0,1849999.0,1.0,0.0,0.0,0
2015,8.0,94000.0,0.0,1399000.0,0.0,0.0,1.0,0
2016,12.0,125000.0,0.0,340000.0,0.0,0.0,1.0,0
2017,8.0,64000.0,0.0,590000.0,0.0,0.0,1.0,0
2018,11.0,64000.0,1.0,465000.0,1.0,0.0,0.0,0
2019,10.0,106000.0,1.0,470000.0,0.0,0.0,1.0,0
2020,8.0,39000.0,0.0,239999.0,1.0,0.0,0.0,0
2021,9.0,102000.0,1.0,410000.0,1.0,0.0,0.0,0
2022,5.0,25000.0,1.0,3850000.0,0.0,0.0,1.0,1
2023,8.0,25000.0,0.0,495000.0,1.0,0.0,0.0,0
2024,9.0,53500.0,0.0,700000.0,1.0,0.0,0.0,0
2025,5.0,73000.0,0.0,1090000.0,0.0,0.0,1.0,0
2026,15.0,64800.0,1.0,549200.0,0.0,0.0,1.0,0
2027,11.0,75000.0,1.0,799000.0,0.0,0.0,1.0,0
2028,15.0,169000.0,1.0,295000.0,0.0,0.0,1.0,0
2029,3.0,36000.0,0.0,1600000.0,1.0,0.0,0.0,0
2030,9.0,74000.0,0.0,495000.0,1.0,0.0,0.0,0
2031,8.0,44000.0,1.0,375000.0,1.0,0.0,0.0,0
2032,11.0,163000.0,0.0,310000.0,0.0,0.0,1.0,0
2033,8.0,50000.0,0.0,700000.0,0.0,0.0,1.0,0
2034,7.0,48082.0,0.0,665000.0,0.0,0.0,1.0,0
2035,2.0,31000.0,0.0,2050000.0,1.0,0.0,0.0,0
2036,6.0,60000.0,1.0,4500000.0,0.0,0.0,1.0,1
2037,6.0,43000.0,0.0,520000.0,0.0,0.0,1.0,0
2038,2.0,18400.0,0.0,850000.0,0.0,0.0,1.0,0
2039,2.0,4600.0,1.0,675000.0,0.0,0.0,1.0,0
2040,6.0,72000.0,0.0,765000.0,1.0,0.0,0.0,0
2041,5.0,45000.0,0.0,1550000.0,1.0,0.0,0.0,0
2042,7.0,90000.0,0.0,995000.0,0.0,0.0,1.0,0
2043,6.0,117000.0,1.0,785000.0,0.0,0.0,1.0,0
2044,12.0,51000.0,1.0,649000.0,1.0,0.0,0.0,0
2045,7.0,53000.0,0.0,5175111.0,0.0,0.0,1.0,1
2046,6.0,66000.0,1.0,575000.0,0.0,0.0,1.0,0
2047,10.0,89000.0,0.0,750000.0,1.0,0.0,0.0,0
2048,10.0,67000.0,1.0,145000.0,0.0,0.0,1.0,0
2049,6.0,57000.0,0.0,2900000.0,0.0,0.0,1.0,1
2050,7.0,60000.0,0.0,3150000.0,1.0,0.0,0.0,1
2051,14.0,101412.0,1.0,395000.0,1.0,0.0,0.0,0
2052,9.0,68530.0,0.0,475000.0,0.0,0.0,1.0,0
2053,5.0,73000.0,0.0,1149000.0,0.0,0.0,1.0,0
2054,6.0,62000.0,1.0,397000.0,1.0,0.0,0.0,0
2055,9.0,40500.0,1.0,415000.0,0.0,0.0,1.0,0
2056,10.0,48000.0,1.0,180000.0,0.0,0.0,1.0,0
2057,6.0,70111.0,0.0,1025000.0,0.0,0.0,1.0,0
2058,7.0,68000.0,1.0,265000.0,1.0,0.0,0.0,0
2059,11.0,57000.0,0.0,1200000.0,0.0,0.0,1.0,0
2060,9.0,34000.0,0.0,70000.0,0.0,0.0,1.0,0
2061,10.0,170000.0,1.0,670000.0,0.0,0.0,1.0,0
2062,1.0,18650.0,0.0,16500000.0,1.0,0.0,0.0,2
2063,12.0,47000.0,0.0,298000.0,0.0,0.0,1.0,0
2064,8.0,65000.0,1.0,525000.0,1.0,0.0,0.0,0
2065,4.0,61000.0,0.0,3000000.0,0.0,0.0,1.0,1
2066,10.0,51000.0,1.0,375000.0,1.0,0.0,0.0,0
2067,2.0,3000.0,0.0,1160000.0,1.0,0.0,0.0,0
2068,4.0,70000.0,1.0,1155000.0,1.0,0.0,0.0,0
2069,11.0,76000.0,1.0,185000.0,0.0,0.0,1.0,0
2070,4.0,52450.0,0.0,610000.0,0.0,0.0,1.0,0
2071,10.0,100000.0,1.0,470000.0,1.0,0.0,0.0,0
2072,9.0,83000.0,1.0,425000.0,0.0,0.0,1.0,0
2073,14.0,64000.0,0.0,249999.0,0.0,0.0,1.0,0
2074,7.0,95000.0,1.0,280000.0,0.0,0.0,1.0,0
2075,9.0,52000.0,0.0,345000.0,0.0,0.0,1.0,0
2076,4.0,750000.0,0.0,520000.0,1.0,0.0,0.0,0
2077,13.0,68000.0,0.0,149000.0,1.0,0.0,0.0,0
2078,8.0,90500.0,1.0,485000.0,0.0,0.0,1.0,0
2079,6.0,86000.0,1.0,849000.0,0.0,0.0,1.0,0
2080,11.0,85000.0,0.0,275000.0,0.0,0.0,1.0,0
2081,3.0,38000.0,0.0,715000.0,1.0,0.0,0.0,0
2082,2.0,35000.0,0.0,735000.0,1.0,0.0,0.0,0
2083,7.0,72000.0,0.0,590000.0,1.0,0.0,0.0,0
2084,10.0,78000.0,1.0,715000.0,0.0,0.0,1.0,0
2085,8.0,41000.0,1.0,255000.0,0.0,0.0,1.0,0
2086,12.0,69500.0,0.0,199999.0,0.0,0.0,1.0,0
2087,4.0,50400.0,1.0,965000.0,0.0,0.0,1.0,0
2088,6.0,100000.0,1.0,2700000.0,1.0,0.0,0.0,1
2089,10.0,9876.0,0.0,400000.0,1.0,0.0,0.0,0
2090,12.0,58000.0,1.0,400000.0,0.0,0.0,1.0,0
2091,6.0,28650.0,1.0,2850000.0,1.0,0.0,0.0,1
2092,4.0,26700.0,0.0,624999.0,0.0,0.0,1.0,0
2093,9.0,41000.0,1.0,1035000.0,0.0,0.0,1.0,0
2094,2.0,20890.0,1.0,1445000.0,1.0,0.0,0.0,0
2095,5.0,14700.0,0.0,3475000.0,0.0,0.0,1.0,1
2096,9.0,54000.0,0.0,375000.0,0.0,0.0,1.0,0
2097,8.0,199600.0,1.0,775000.0,1.0,0.0,0.0,0
2098,9.0,34000.0,0.0,1465000.0,1.0,0.0,0.0,0
2099,3.0,26000.0,1.0,1490000.0,1.0,0.0,0.0,0
2100,11.0,16872.0,1.0,950000.0,0.0,0.0,1.0,0
2101,7.0,70000.0,1.0,450000.0,0.0,0.0,1.0,0
2102,0.0,8000.0,0.0,6175000.0,1.0,0.0,0.0,1
2103,2.0,33506.0,0.0,544000.0,0.0,0.0,1.0,0
2104,6.0,48000.0,1.0,265000.0,0.0,0.0,1.0,0
2105,11.0,83000.0,1.0,710000.0,0.0,0.0,1.0,0
2106,4.0,30000.0,0.0,890000.0,0.0,0.0,1.0,0
2107,5.0,72000.0,1.0,1000000.0,1.0,0.0,0.0,0
2108,8.0,63000.0,0.0,3850000.0,1.0,0.0,0.0,1
2109,18.0,92000.0,1.0,130000.0,1.0,0.0,0.0,0
2110,3.0,47000.0,0.0,2990000.0,1.0,0.0,0.0,1
2111,5.0,35000.0,1.0,675000.0,1.0,0.0,0.0,0
2112,15.0,58496.0,1.0,80000.0,1.0,0.0,0.0,0
2113,4.0,26000.0,0.0,625000.0,0.0,0.0,1.0,0
2114,10.0,29000.0,1.0,260000.0,1.0,0.0,0.0,0
2115,14.0,74000.0,1.0,99000.0,1.0,0.0,0.0,0
2116,10.0,113000.0,0.0,1225000.0,1.0,0.0,0.0,0
2117,10.0,68000.0,1.0,749999.0,1.0,0.0,0.0,0
2118,10.0,63000.0,0.0,201000.0,0.0,0.0,1.0,0
2119,6.0,77000.0,0.0,1650000.0,1.0,0.0,0.0,0
2120,6.0,73000.0,0.0,639000.0,1.0,0.0,0.0,0
2121,2.0,2000.0,0.0,3765000.0,1.0,0.0,0.0,1
2122,3.0,34000.0,0.0,1325000.0,0.0,0.0,1.0,0
2123,7.0,46000.0,1.0,2300000.0,1.0,0.0,0.0,0
2124,15.0,69000.0,1.0,288000.0,0.0,0.0,1.0,0
2125,10.0,81388.0,0.0,275000.0,1.0,0.0,0.0,0
2126,10.0,41500.0,0.0,249000.0,0.0,0.0,1.0,0
2127,2.0,27000.0,0.0,1098000.0,1.0,0.0,0.0,0
2128,8.0,850000.0,0.0,2600000.0,1.0,0.0,0.0,1
2129,5.0,70000.0,0.0,3450000.0,1.0,0.0,0.0,1
2130,9.0,53000.0,1.0,449999.0,1.0,0.0,0.0,0
2131,12.0,53750.0,1.0,325000.0,0.0,0.0,1.0,0
2132,7.0,171000.0,0.0,1475000.0,0.0,0.0,1.0,0
2133,4.0,100000.0,0.0,549000.0,0.0,0.0,1.0,0
2134,7.0,79000.0,0.0,440000.0,1.0,0.0,0.0,0
2135,6.0,106000.0,1.0,825000.0,0.0,0.0,1.0,0
2136,12.0,67000.0,1.0,298000.0,0.0,0.0,1.0,0
2137,5.0,64000.0,0.0,689000.0,0.0,0.0,1.0,0
2138,8.0,8788.0,0.0,500000.0,0.0,0.0,1.0,0
2139,8.0,108000.0,0.0,925000.0,1.0,0.0,0.0,0
2140,12.0,110000.0,1.0,120000.0,0.0,0.0,1.0,0
2141,2.0,27000.0,1.0,1290000.0,1.0,0.0,0.0,0
2142,8.0,23.0,1.0,210000.0,1.0,0.0,0.0,0
2143,8.0,33950.0,0.0,650000.0,0.0,0.0,1.0,0
2144,5.0,67231.0,0.0,539101.0,0.0,0.0,1.0,0
2145,6.0,55000.0,0.0,650000.0,0.0,0.0,1.0,0
2146,4.0,74000.0,0.0,580000.0,1.0,0.0,0.0,0
2147,13.0,110858.0,0.0,210000.0,1.0,0.0,0.0,0
2148,2.0,29000.0,0.0,2149999.0,0.0,0.0,1.0,0
2149,5.0,35000.0,0.0,220000.0,0.0,0.0,1.0,0
2150,10.0,41000.0,1.0,1040000.0,1.0,0.0,0.0,0
2151,2.0,47200.0,0.0,1190000.0,1.0,0.0,0.0,0
2152,5.0,75000.0,0.0,725000.0,1.0,0.0,0.0,0
2153,6.0,82000.0,0.0,425000.0,0.0,0.0,1.0,0
2154,9.0,53000.0,1.0,425000.0,0.0,0.0,1.0,0
2155,9.0,74000.0,1.0,649000.0,0.0,0.0,1.0,0
2156,12.0,158000.0,1.0,315000.0,1.0,0.0,0.0,0
2157,11.0,150000.0,1.0,425000.0,1.0,0.0,0.0,0
2158,7.0,190000.0,1.0,2400000.0,1.0,0.0,0.0,1
2159,4.0,19000.0,1.0,925000.0,1.0,0.0,0.0,0
2160,3.0,18000.0,0.0,740000.0,0.0,0.0,1.0,0
2161,9.0,72000.0,1.0,450000.0,0.0,0.0,1.0,0
2162,13.0,65500.0,1.0,190000.0,1.0,0.0,0.0,0
2163,2.0,9000.0,0.0,775000.0,1.0,0.0,0.0,0
2164,11.0,27000.0,0.0,175000.0,1.0,0.0,0.0,0
2165,3.0,20000.0,0.0,6000000.0,1.0,0.0,0.0,1
2166,6.0,120000.0,1.0,499000.0,0.0,0.0,1.0,0
2167,9.0,68500.0,0.0,345000.0,0.0,0.0,1.0,0
2168,0.0,15000.0,0.0,2175000.0,0.0,0.0,1.0,0
2169,8.0,37000.0,0.0,435000.0,0.0,0.0,1.0,0
2170,13.0,51000.0,1.0,140000.0,1.0,0.0,0.0,0
2171,12.0,53000.0,1.0,735000.0,0.0,0.0,1.0,0
2172,11.0,68000.0,1.0,1950000.0,1.0,0.0,0.0,0
2173,2.0,25000.0,0.0,1525000.0,1.0,0.0,0.0,0
2174,7.0,97000.0,1.0,1100000.0,0.0,0.0,1.0,0
2175,7.0,59000.0,0.0,1500000.0,0.0,0.0,1.0,0
2176,9.0,57000.0,1.0,380000.0,1.0,0.0,0.0,0
2177,5.0,64000.0,0.0,1040000.0,0.0,0.0,1.0,0
2178,15.0,82000.0,1.0,130000.0,1.0,0.0,0.0,0
2179,7.0,65000.0,1.0,320000.0,0.0,0.0,1.0,0
2180,7.0,72000.0,0.0,2149000.0,0.0,0.0,1.0,0
2181,6.0,11000.0,0.0,3095000.0,0.0,0.0,1.0,1
2182,13.0,90000.0,1.0,400000.0,0.0,0.0,1.0,0
2183,4.0,168000.0,1.0,700000.0,0.0,0.0,1.0,0
2184,5.0,58900.0,0.0,495000.0,1.0,0.0,0.0,0
2185,2.0,52000.0,0.0,645000.0,0.0,0.0,1.0,0
2186,10.0,86000.0,1.0,895000.0,0.0,0.0,1.0,0
2187,3.0,43000.0,0.0,1040000.0,1.0,0.0,0.0,0
2188,3.0,34000.0,0.0,840000.0,0.0,0.0,1.0,0
2189,4.0,15.0,0.0,1350000.0,0.0,0.0,1.0,0
2190,9.0,87000.0,0.0,450000.0,0.0,0.0,1.0,0
2191,9.0,81000.0,1.0,570000.0,1.0,0.0,0.0,0
2192,7.0,47000.0,1.0,575002.0,0.0,0.0,1.0,0
2193,1.0,15744.0,0.0,1599999.0,0.0,0.0,1.0,0
2194,10.0,78000.0,0.0,595000.0,0.0,0.0,1.0,0
2195,5.0,25000.0,1.0,525000.0,0.0,0.0,1.0,0
2196,6.0,74000.0,0.0,880000.0,0.0,0.0,1.0,0
2197,17.0,75000.0,1.0,165000.0,1.0,0.0,0.0,0
2198,6.0,61000.0,1.0,580000.0,0.0,0.0,1.0,0
2199,10.0,62000.0,0.0,350000.0,0.0,0.0,1.0,0
2200,7.0,130000.0,0.0,590000.0,1.0,0.0,0.0,0
2201,6.0,130000.0,1.0,2849000.0,1.0,0.0,0.0,1
2202,7.0,151000.0,1.0,2850000.0,1.0,0.0,0.0,1
2203,6.0,95000.0,1.0,1280000.0,0.0,0.0,1.0,0
2204,13.0,103000.0,1.0,851000.0,0.0,0.0,1.0,0
2205,12.0,149175.0,1.0,315000.0,0.0,0.0,1.0,0
2206,13.0,52000.0,1.0,343000.0,0.0,0.0,1.0,0
2207,4.0,70000.0,0.0,1499000.0,0.0,0.0,1.0,0
2208,15.0,21000.0,1.0,475000.0,0.0,0.0,1.0,0
2209,8.0,119000.0,0.0,560000.0,0.0,0.0,1.0,0
2210,10.0,135000.0,0.0,1645000.0,1.0,0.0,0.0,0
2211,6.0,52000.0,0.0,645000.0,0.0,0.0,1.0,0
2212,4.0,54000.0,0.0,3400000.0,0.0,0.0,1.0,1
2213,9.0,74566.0,1.0,345000.0,1.0,0.0,0.0,0
2214,2.0,32500.0,0.0,1775000.0,0.0,0.0,1.0,0
2215,2.0,60000.0,1.0,550000.0,0.0,0.0,1.0,0
2216,4.0,29000.0,0.0,1075000.0,0.0,0.0,1.0,0
2217,1.0,17694.0,0.0,1850000.0,0.0,0.0,1.0,0
2218,3.0,25524.0,0.0,1149000.0,0.0,0.0,1.0,0
2219,8.0,91000.0,0.0,550000.0,1.0,0.0,0.0,0
2220,11.0,70000.0,1.0,295000.0,0.0,0.0,1.0,0
2221,10.0,85000.0,0.0,285000.0,0.0,0.0,1.0,0
2222,20.0,170000.0,1.0,110000.0,1.0,0.0,0.0,0
2223,0.0,4000.0,0.0,10200000.0,0.0,0.0,1.0,2
2224,1.0,42000.0,0.0,2025000.0,0.0,0.0,1.0,0
2225,16.0,56000.0,1.0,150000.0,0.0,0.0,1.0,0
2226,2.0,25000.0,1.0,345000.0,0.0,0.0,1.0,0
2227,17.0,118000.0,1.0,150000.0,1.0,0.0,0.0,0
2228,8.0,82000.0,0.0,775000.0,1.0,0.0,0.0,0
2229,8.0,60000.0,1.0,1650000.0,0.0,0.0,1.0,0
2230,11.0,57000.0,1.0,715000.0,0.0,0.0,1.0,0
2231,11.0,45000.0,0.0,395000.0,0.0,0.0,1.0,0
2232,2.0,16000.0,0.0,665000.0,0.0,0.0,1.0,0
2233,3.0,36000.0,0.0,3750000.0,1.0,0.0,0.0,1
2234,6.0,55000.0,0.0,392000.0,1.0,0.0,0.0,0
2235,8.0,174000.0,1.0,1550000.0,0.0,0.0,1.0,0
2236,5.0,60000.0,0.0,469000.0,1.0,0.0,0.0,0
2237,11.0,42000.0,1.0,275000.0,0.0,0.0,1.0,0
2238,6.0,28000.0,1.0,525000.0,0.0,0.0,1.0,0
2239,3.0,13000.0,1.0,440000.0,1.0,0.0,0.0,0
2240,8.0,77000.0,0.0,255000.0,0.0,0.0,1.0,0
2241,3.0,45000.0,0.0,1699000.0,0.0,0.0,1.0,0
2242,6.0,53213.0,1.0,860000.0,1.0,0.0,0.0,0
2243,13.0,53000.0,1.0,230000.0,1.0,0.0,0.0,0
2244,6.0,64000.0,0.0,451000.0,0.0,0.0,1.0,0
2245,8.0,80000.0,0.0,580000.0,1.0,0.0,0.0,0
2246,5.0,20000.0,0.0,6300000.0,0.0,0.0,1.0,1
2247,7.0,61000.0,1.0,455000.0,0.0,0.0,1.0,0
2248,9.0,75000.0,0.0,1350000.0,1.0,0.0,0.0,0
2249,6.0,33251.0,1.0,550000.0,1.0,0.0,0.0,0
2250,10.0,86000.0,0.0,300000.0,0.0,0.0,1.0,0
2251,11.0,54000.0,0.0,335000.0,1.0,0.0,0.0,0
2252,8.0,158000.0,1.0,450000.0,0.0,0.0,1.0,0
2253,11.0,70000.0,1.0,580000.0,0.0,0.0,1.0,0
2254,3.0,78000.0,1.0,1075000.0,1.0,0.0,0.0,0
2255,11.0,112000.0,1.0,360000.0,0.0,0.0,1.0,0
2256,5.0,29569.0,0.0,1100000.0,0.0,0.0,1.0,0
2257,12.0,92500.0,0.0,200000.0,1.0,0.0,0.0,0
2258,12.0,220000.0,1.0,1245000.0,1.0,0.0,0.0,0
2259,16.0,90000.0,0.0,199999.0,0.0,0.0,1.0,0
2260,0.0,8000.0,0.0,1550000.0,1.0,0.0,0.0,0
2261,7.0,80000.0,1.0,745000.0,1.0,0.0,0.0,0
2262,6.0,72000.0,1.0,4800000.0,1.0,0.0,0.0,1
2263,1.0,8400.0,0.0,1450000.0,0.0,0.0,1.0,0
2264,5.0,520000.0,0.0,450000.0,0.0,0.0,1.0,0
2265,16.0,145000.0,1.0,160000.0,1.0,0.0,0.0,0
2266,4.0,87244.0,0.0,725000.0,1.0,0.0,0.0,0
2267,8.0,88000.0,1.0,180000.0,1.0,0.0,0.0,0
2268,15.0,94000.0,1.0,1250000.0,0.0,0.0,1.0,0
2269,6.0,38000.0,1.0,400000.0,0.0,0.0,1.0,0
2270,7.0,69500.0,1.0,514999.0,1.0,0.0,0.0,0
2271,8.0,24000.0,1.0,625000.0,0.0,0.0,1.0,0
2272,2.0,10000.0,0.0,1299000.0,0.0,0.0,1.0,0
2273,4.0,55000.0,0.0,695000.0,1.0,0.0,0.0,0
2274,12.0,151000.0,0.0,895000.0,1.0,0.0,0.0,0
2275,9.0,73500.0,1.0,1390000.0,0.0,0.0,1.0,0
2276,4.0,20200.0,0.0,1000000.0,0.0,0.0,1.0,0
2277,6.0,162000.0,1.0,1875000.0,0.0,0.0,1.0,0
2278,3.0,73000.0,0.0,891000.0,1.0,0.0,0.0,0
2279,7.0,56000.0,0.0,278000.0,1.0,0.0,0.0,0
2280,1.0,35000.0,1.0,600000.0,1.0,0.0,0.0,0
2281,8.0,113546.0,1.0,389999.0,0.0,0.0,1.0,0
2282,3.0,9020.0,0.0,1300000.0,0.0,0.0,1.0,0
2283,9.0,20460.0,1.0,475000.0,0.0,0.0,1.0,0
2284,13.0,130000.0,1.0,250000.0,1.0,0.0,0.0,0
2285,9.0,67000.0,0.0,650000.0,0.0,0.0,1.0,0
2286,6.0,51000.0,1.0,695000.0,0.0,0.0,1.0,0
2287,2.0,24000.0,0.0,9500000.0,1.0,0.0,0.0,2
2288,5.0,44000.0,0.0,3000000.0,1.0,0.0,0.0,1
2289,10.0,99920.0,1.0,460000.0,0.0,0.0,1.0,0
2290,9.0,69000.0,1.0,1499000.0,0.0,0.0,1.0,0
2291,4.0,62302.0,0.0,729000.0,1.0,0.0,0.0,0
2292,13.0,165786.0,1.0,275000.0,1.0,0.0,0.0,0
2293,9.0,62000.0,1.0,490000.0,0.0,0.0,1.0,0
2294,12.0,77000.0,0.0,697000.0,1.0,0.0,0.0,0
2295,6.0,68000.0,0.0,1049999.0,1.0,0.0,0.0,0
2296,3.0,84000.0,0.0,875000.0,1.0,0.0,0.0,0
2297,9.0,56000.0,0.0,520000.0,1.0,0.0,0.0,0
2298,6.0,106000.0,0.0,790000.0,0.0,0.0,1.0,0
2299,5.0,67321.0,0.0,389101.0,1.0,0.0,0.0,0
2300,3.0,73146.0,0.0,300000.0,1.0,0.0,0.0,0
2301,14.0,92000.0,0.0,320000.0,1.0,0.0,0.0,0
2302,9.0,68000.0,0.0,2275000.0,1.0,0.0,0.0,0
2303,13.0,100000.0,0.0,1350000.0,0.0,0.0,1.0,0
2304,3.0,55000.0,0.0,1045000.0,1.0,0.0,0.0,0
2305,3.0,47000.0,0.0,1475000.0,0.0,0.0,1.0,0
2306,2.0,10000.0,0.0,695000.0,1.0,0.0,0.0,0
2307,12.0,69000.0,1.0,365000.0,0.0,0.0,1.0,0
2308,8.0,102000.0,1.0,385000.0,1.0,0.0,0.0,0
2309,4.0,25700.0,1.0,10900000.0,0.0,0.0,1.0,2
